LBS,OZ,CA,AD,AE,AF,AG,AI,AL,AM,AN,AO,AR,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BR,BS,BT,BW,BY,BZ,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CV,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MN,MO,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SR,ST,SV,SZ,TC,TD,TF,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UY,UZ,VA,VC,VE,VG,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW
38.00,608,223.95,162.44,172.06,277.72,306.30,249.77,190.08,244.46,217.33,193.10,244.10,138.13,337.72,201.19,209.13,177.45,188.95,194.15,248.21,239.96,154.66,174.20,232.35,200.00,215.18,218.90,186.01,311.52,228.34,192.13,217.35,216.98,201.44,252.51,337.72,200.87,215.38,201.86,139.26,212.46,505.22,238.66,203.08,191.18,218.47,246.75,256.84,337.72,168.07,140.86,136.78,204.15,139.89,216.29,193.97,174.98,239.77,144.29,200.02,195.37,229.22,148.26,222.47,146.79,259.30,446.33,209.87,214.51,164.64,213.20,138.86,194.17,254.81,196.77,215.77,197.67,265.71,227.70,216.25,215.18,253.76,151.45,138.86,202.93,257.74,204.83,172.17,224.87,147.11,213.96,150.44,208.61,155.49,207.97,138.86,179.17,141.18,189.32,156.84,154.81,221.28,176.96,218.49,192.80,238.16,217.61,278.35,208.16,249.17,199.78,173.99,236.81,226.46,276.28,181.64,196.03,139.18,193.92,199.84,206.66,144.41,150.79,150.35,207.78,195.37,164.64,289.73,179.38,215.18,217.63,209.87,192.27,219.26,274.03,195.06,215.18,220.04,244.82,186.87,208.50,199.68,217.10,205.09,187.81,204.05,183.15,266.99,214.91,352.24,220.93,220.71,166.07,152.26,178.68,270.80,301.63,301.63,173.97,200.23,228.47,261.64,300.28,184.59,179.45,143.74,233.96,396.53,156.84,146.83,209.87,258.21,162.15,232.58,139.68,182.47,184.58,186.32,178.11,397.77,186.44,137.46,188.45,199.64,169.65,152.26,155.19,208.37,154.81,188.88,210.44,262.66,221.12,199.88,313.12,210.39,164.64,197.23,192.19,266.15,193.58,234.76,194.46,461.00,162.33,204.65,463.53,206.54,193.44,147.92,190.51,252.38,261.05,176.81,251.37,204.99,305.53,207.37,404.52,275.49,477.23,202.73,164.76,204.70,197.77,226.41
39.00,624,228.90,165.75,175.85,283.99,313.59,255.29,194.24,249.74,222.21,197.31,249.54,141.08,345.73,205.66,213.79,181.31,193.13,198.47,253.58,245.39,158.05,177.97,237.56,204.48,219.82,223.77,190.15,318.76,233.46,196.31,222.19,221.72,205.91,258.25,345.73,205.27,220.14,206.39,142.12,217.22,517.51,244.04,207.60,195.43,223.32,252.25,262.73,345.73,171.66,143.93,139.54,208.72,142.83,221.21,198.33,178.73,245.12,147.42,204.40,199.68,234.26,151.42,227.58,149.92,265.28,457.20,214.08,218.69,167.54,217.98,141.79,198.50,260.54,200.92,220.50,202.17,271.24,232.77,221.11,219.82,259.67,154.63,141.79,207.52,263.52,209.35,175.62,230.00,150.31,218.82,153.42,213.23,158.74,212.50,141.79,182.88,144.11,193.55,160.07,157.95,226.24,180.80,223.32,196.99,243.68,222.54,284.87,212.89,254.66,204.07,177.74,242.17,231.64,282.70,185.56,200.38,142.04,198.24,204.34,211.22,147.54,153.70,153.48,212.36,199.68,167.54,296.40,183.23,219.82,222.44,214.08,196.52,224.17,280.27,199.28,219.82,224.94,250.24,191.01,213.17,204.10,221.94,208.35,191.90,208.46,187.13,272.95,219.79,360.63,225.73,225.74,169.51,155.46,182.62,277.18,308.59,308.59,177.71,204.76,233.66,267.54,307.22,188.68,183.35,146.69,239.06,405.93,160.07,149.94,214.08,264.21,165.66,237.68,142.65,186.32,188.36,190.36,182.00,407.40,190.57,140.34,192.54,204.08,173.27,155.46,158.55,213.02,157.95,193.01,215.22,268.74,226.14,204.35,320.58,215.10,167.54,201.55,196.40,272.41,197.90,240.20,198.80,472.31,165.79,209.25,474.96,210.95,197.69,151.07,194.69,258.03,266.92,180.64,256.90,209.55,312.80,212.02,414.35,281.81,488.96,207.25,168.08,209.13,202.16,231.44
40.00,640,233.85,169.07,179.63,290.25,320.88,260.82,198.39,255.02,227.09,201.52,254.98,144.02,353.74,210.14,218.45,185.16,197.32,202.78,258.11,250.83,161.43,181.74,242.76,208.97,224.46,228.64,194.28,326.00,238.59,200.49,227.03,226.46,210.38,263.99,353.74,209.66,224.91,210.92,144.98,221.99,529.80,249.41,212.12,199.68,228.18,257.76,268.62,353.74,175.25,147.01,142.31,213.28,145.78,226.13,202.68,182.48,250.46,150.55,208.78,203.98,239.29,154.58,232.70,153.05,271.27,468.07,218.29,222.88,170.44,222.77,144.72,202.82,266.26,205.08,225.23,206.67,276.77,237.84,225.98,224.46,265.57,157.82,144.72,212.11,269.30,213.86,179.06,235.13,153.52,223.68,156.39,217.84,161.99,217.04,144.72,186.59,147.04,197.78,163.29,161.08,231.21,184.64,228.15,201.18,249.20,227.46,291.39,217.61,260.14,208.35,181.49,247.53,236.81,289.12,189.48,204.74,144.90,202.57,208.84,215.78,150.67,156.61,156.61,216.94,203.98,170.44,303.07,187.08,224.46,227.26,218.29,200.77,229.08,286.52,203.49,224.46,229.84,255.67,195.15,217.84,208.52,226.79,211.84,196.00,212.87,191.11,278.91,224.68,369.02,230.52,230.77,172.96,158.66,186.57,283.57,315.55,315.55,181.45,209.29,238.86,273.44,314.15,192.76,187.24,149.64,244.17,415.34,163.29,153.05,218.29,270.21,169.18,242.78,145.62,190.17,192.13,194.41,185.89,417.04,194.70,143.23,196.62,208.52,176.89,158.66,161.91,217.68,161.08,197.14,220.00,274.82,231.17,208.82,328.05,219.81,170.44,205.86,200.60,278.67,202.21,245.63,203.13,483.61,169.25,213.85,486.39,215.36,201.93,154.22,198.87,263.69,272.78,184.47,262.43,214.12,320.07,216.68,424.19,288.13,500.69,211.77,171.39,213.56,206.54,236.46
41.00,656,238.80,172.38,183.42,296.52,328.17,266.35,202.55,260.30,231.97,205.73,260.42,146.97,361.75,214.61,223.11,189.02,201.51,207.09,262.65,256.26,164.82,185.51,247.96,213.46,229.10,233.51,198.42,333.24,243.71,204.68,231.87,231.20,214.85,269.73,361.75,214.06,229.67,215.45,147.83,226.75,542.09,254.79,216.64,203.93,233.04,263.27,274.51,361.75,178.84,150.09,145.07,217.85,148.73,231.05,207.03,186.23,255.81,153.68,213.16,208.29,244.33,157.74,237.82,156.19,277.25,478.94,222.50,227.06,173.35,227.56,147.65,207.15,271.99,209.23,229.96,211.16,282.29,242.91,230.84,229.10,271.48,161.01,147.65,216.70,275.08,218.38,182.50,240.26,156.72,228.54,159.37,222.45,165.24,221.57,147.65,190.31,149.97,202.00,166.52,164.21,236.18,188.47,232.98,205.37,254.72,232.39,297.91,222.34,265.63,212.64,185.24,252.90,241.99,295.54,193.40,209.09,147.75,206.89,213.34,220.33,153.80,159.52,159.74,221.53,208.29,173.35,309.74,190.93,229.10,232.07,222.50,205.02,233.99,292.76,207.70,229.10,234.75,261.09,199.29,222.52,212.93,231.63,215.37,200.10,217.28,195.08,284.88,229.56,377.41,235.32,235.80,176.40,161.85,190.52,289.95,322.51,322.51,185.20,213.82,244.05,279.34,321.08,196.84,191.14,152.59,249.28,424.74,166.52,156.17,222.50,276.21,172.69,247.88,148.59,194.02,195.90,198.45,189.78,426.68,198.83,146.11,200.71,212.95,180.51,161.85,165.27,222.34,164.21,201.28,224.78,280.91,236.20,213.29,335.52,224.53,173.35,210.18,204.80,284.93,206.53,251.07,207.46,494.92,172.71,218.45,497.81,219.77,206.18,157.37,203.05,269.34,278.65,188.30,267.96,218.68,327.34,221.34,434.03,294.45,512.42,216.29,174.70,217.98,210.92,241.49
42.00,672,243.75,175.69,187.20,302.79,335.46,271.88,206.70,265.58,236.86,209.94,265.86,149.92,369.76,219.09,227.77,192.87,205.69,211.40,266.53,261.69,168.21,189.28,253.17,217.94,233.74,238.38,202.55,340.48,248.83,208.86,236.71,235.94,219.32,275.47,369.76,218.46,234.44,219.98,150.69,231.52,554.37,260.16,221.16,208.18,237.90,268.78,280.40,369.76,182.43,153.16,147.84,222.41,151.68,235.97,211.38,189.97,261.16,156.81,217.54,212.60,249.37,160.90,242.93,159.32,283.23,489.81,226.72,231.24,176.25,232.35,150.58,211.47,277.72,213.39,234.70,215.66,287.82,247.98,235.70,233.74,277.39,164.19,150.58,221.29,280.85,222.89,185.94,245.38,159.93,233.40,162.35,227.06,168.49,226.11,150.58,194.02,152.90,206.23,169.75,167.34,241.14,192.31,237.81,209.56,260.24,237.32,304.43,227.07,271.11,216.92,188.99,258.26,247.16,301.96,197.32,213.45,150.61,211.21,217.84,224.89,156.93,162.44,162.87,226.11,212.60,176.25,316.41,194.78,233.74,236.88,226.72,209.27,238.90,299.00,211.92,233.74,239.65,266.51,203.43,227.19,217.35,236.47,218.79,204.20,221.68,199.06,290.84,234.44,385.81,240.12,240.83,179.84,165.05,194.46,296.34,329.46,329.46,188.94,218.34,249.25,285.24,328.02,200.93,195.03,155.54,254.38,434.14,169.75,159.28,226.72,282.21,176.20,252.98,151.55,197.87,199.68,202.49,193.67,436.31,202.96,149.00,204.80,217.39,184.13,165.05,168.63,227.00,167.34,205.41,229.55,286.99,241.23,217.75,342.99,229.24,176.25,214.50,209.01,291.20,210.84,256.50,211.80,506.23,176.17,223.05,509.24,224.18,210.42,160.52,207.23,274.99,284.51,192.12,273.49,223.25,334.61,226.00,443.86,300.77,524.16,220.81,178.01,222.41,215.30,246.51
43.00,688,248.69,179.01,190.98,309.06,342.75,277.41,210.86,270.86,241.74,214.15,271.30,152.87,377.77,223.56,232.43,196.73,209.88,215.72,271.67,267.13,171.60,193.05,258.37,222.43,238.38,243.25,206.69,347.72,253.95,213.04,241.54,240.69,223.79,281.22,377.77,222.85,239.20,224.51,153.55,236.28,566.66,265.54,225.68,212.43,242.75,274.28,286.29,377.77,186.02,156.24,150.60,226.97,154.63,240.88,215.73,193.72,266.50,159.94,221.92,216.90,254.40,164.06,248.05,162.45,289.22,500.68,230.93,235.42,179.15,237.13,153.51,215.80,283.45,217.54,239.43,220.15,293.35,253.05,240.57,238.38,283.30,167.38,153.51,225.88,286.63,227.41,189.39,250.51,163.13,238.26,165.32,231.67,171.74,230.64,153.51,197.73,155.83,210.45,172.98,170.47,246.11,196.15,242.64,213.75,265.76,242.25,310.95,231.79,276.60,221.21,192.75,263.62,252.34,308.37,201.24,217.81,153.47,215.53,222.34,229.45,160.06,165.35,166.00,230.69,216.90,179.15,323.08,198.63,238.38,241.69,230.93,213.52,243.81,305.25,216.13,238.38,244.55,271.94,207.56,231.86,221.77,241.31,222.02,208.30,226.09,203.04,296.80,239.32,394.20,244.92,245.86,183.29,168.24,198.41,302.72,336.42,336.42,192.68,222.87,254.44,291.14,334.95,205.01,198.93,158.49,259.49,443.54,172.98,162.39,230.93,288.21,179.71,258.07,154.52,201.71,203.45,206.53,197.56,445.95,207.09,151.88,208.88,221.83,187.75,168.24,171.99,231.66,170.47,209.54,234.33,293.07,246.26,222.22,350.46,233.96,179.15,218.81,213.21,297.46,215.16,261.94,216.13,517.53,179.63,227.66,520.67,228.58,214.67,163.67,211.42,280.65,290.38,195.95,279.01,227.82,341.88,230.66,453.70,307.09,535.89,225.33,181.33,226.84,219.69,251.54
44.00,704,253.64,182.32,194.77,315.33,350.04,282.94,215.02,276.14,246.62,218.36,276.75,155.82,385.78,228.03,237.09,200.58,214.07,220.03,275.74,272.56,174.99,196.82,263.57,226.91,243.02,248.12,210.82,354.96,259.07,217.23,246.38,245.43,228.26,286.96,385.78,227.25,243.97,229.04,156.40,241.04,578.95,270.91,230.19,216.68,247.61,279.79,292.18,385.78,189.61,159.32,153.37,231.54,157.58,245.80,220.08,197.47,271.85,163.07,226.30,221.21,259.44,167.21,253.17,165.58,295.20,511.55,235.14,239.60,182.06,241.92,156.44,220.12,289.17,221.70,244.16,224.65,298.88,258.12,245.43,243.02,289.20,170.57,156.44,230.47,292.41,231.93,192.83,255.64,166.34,243.12,168.30,236.28,174.99,235.18,156.44,201.44,158.76,214.68,176.21,173.60,251.07,199.99,247.47,217.94,271.28,247.18,317.47,236.52,282.09,225.49,196.50,268.99,257.51,314.79,205.16,222.16,156.32,219.86,226.84,234.01,163.19,168.26,169.14,235.28,221.21,182.06,329.74,202.48,243.02,246.51,235.14,217.78,248.73,311.49,220.35,243.02,249.46,277.36,211.70,236.53,226.19,246.16,225.37,212.39,230.50,207.02,302.76,244.21,402.59,249.71,250.89,186.73,171.44,202.36,309.10,343.38,343.38,196.43,227.40,259.64,297.03,341.88,209.09,202.82,161.44,264.59,452.94,176.21,165.51,235.14,294.21,183.22,263.17,157.49,205.56,207.22,210.57,201.45,455.58,211.22,154.76,212.97,226.26,191.36,171.44,175.35,236.32,173.60,213.68,239.11,299.16,251.28,226.69,357.93,238.67,182.06,223.13,217.41,303.72,219.47,267.37,220.46,528.84,183.10,232.26,532.10,232.99,218.92,166.82,215.60,286.30,296.24,199.78,284.54,232.38,349.15,235.31,463.53,313.41,547.62,229.85,184.64,231.27,224.07,256.57
45.00,720,258.59,185.63,198.55,321.59,357.33,288.47,219.17,281.42,251.50,222.57,282.19,158.77,393.79,232.51,241.75,204.44,218.25,224.34,280.07,278.00,178.37,200.60,268.78,231.40,247.66,252.99,214.96,362.20,264.20,221.41,251.22,250.17,232.73,292.70,393.79,231.65,248.73,233.56,159.26,245.81,591.23,276.29,234.71,220.93,252.47,285.30,298.07,393.79,193.20,162.40,156.14,236.10,160.52,250.72,224.44,201.22,277.20,166.21,230.67,225.51,264.48,170.37,258.28,168.71,301.18,522.42,239.35,243.78,184.96,246.71,159.37,224.44,294.90,225.86,248.89,229.15,304.41,263.19,250.30,247.66,295.11,173.75,159.37,235.06,298.19,236.44,196.27,260.77,169.54,247.98,171.27,240.89,178.25,239.71,159.37,205.15,161.69,218.90,179.44,176.73,256.04,203.82,252.30,222.13,276.80,252.11,323.99,241.25,287.57,229.77,200.25,274.35,262.69,321.21,209.08,226.52,159.18,224.18,231.34,238.57,166.33,171.17,172.27,239.86,225.51,184.96,336.41,206.33,247.66,251.32,239.35,222.03,253.64,317.73,224.56,247.66,254.36,282.78,215.84,241.20,230.61,251.00,228.99,216.49,234.91,211.00,308.72,249.09,410.99,254.51,255.92,190.18,174.64,206.31,315.49,350.34,350.34,200.17,231.93,264.84,302.93,348.82,213.18,206.72,164.38,269.70,462.34,179.44,168.62,239.35,300.21,186.74,268.27,160.45,209.41,211.00,214.62,205.34,465.22,215.35,157.65,217.06,230.70,194.98,174.64,178.71,240.98,176.73,217.81,243.89,305.24,256.31,231.16,365.40,243.38,184.96,227.44,221.62,309.98,223.79,272.81,224.80,540.15,186.56,236.86,543.53,237.40,223.16,169.97,219.78,291.95,302.11,203.60,290.07,236.95,356.42,239.97,473.37,319.73,559.35,234.37,187.95,235.69,228.45,261.59
46.00,736,263.54,188.95,202.33,327.86,364.62,293.99,223.33,286.70,256.38,226.78,287.63,161.72,401.80,236.98,246.42,208.29,222.44,228.65,285.62,283.43,181.76,204.37,273.98,235.88,252.30,257.86,219.09,369.44,269.32,225.60,256.06,254.91,237.20,298.44,401.80,236.05,253.50,238.09,162.12,250.57,603.52,281.66,239.23,225.18,257.33,290.80,303.96,401.80,196.79,165.47,158.90,240.67,163.47,255.64,228.79,204.96,282.54,169.34,235.05,229.82,269.52,173.53,263.40,171.84,307.16,533.29,243.56,247.96,187.86,251.50,162.30,228.77,300.63,230.01,253.62,233.64,309.94,268.26,255.16,252.30,301.02,176.94,162.30,239.65,303.97,240.96,199.72,265.90,172.75,252.84,174.25,245.50,181.50,244.25,162.30,208.86,164.62,223.13,182.67,179.86,261.01,207.66,257.13,226.32,282.31,257.04,330.51,245.98,293.06,234.06,204.00,279.71,267.86,327.63,213.00,230.87,162.04,228.50,235.85,243.13,169.46,174.09,175.40,244.44,229.82,187.86,343.08,210.18,252.30,256.13,243.56,226.28,258.55,323.97,228.77,252.30,259.26,288.20,219.98,245.88,235.03,255.84,232.42,220.59,239.31,214.97,314.68,253.97,419.38,259.31,260.95,193.62,177.83,210.25,321.87,357.29,357.29,203.92,236.45,270.03,308.83,355.75,217.26,210.61,167.33,274.81,471.74,182.67,171.74,243.56,306.21,190.25,273.37,163.42,213.26,214.77,218.66,209.23,474.86,219.48,160.53,221.15,235.14,198.60,177.83,182.07,245.64,179.86,221.94,248.66,311.32,261.34,235.63,372.87,248.10,187.86,231.76,225.82,316.25,228.10,278.24,229.13,551.46,190.02,241.46,554.95,241.81,227.41,173.12,223.96,297.60,307.98,207.43,295.60,241.51,363.69,244.63,483.20,326.05,571.08,238.89,191.27,240.12,232.83,266.62
47.00,752,268.49,192.26,206.12,334.13,371.91,299.52,227.48,291.98,261.26,230.99,293.07,164.66,409.81,241.46,251.08,212.15,226.63,232.97,290.65,288.87,185.15,208.14,279.19,240.37,256.94,262.73,223.23,376.69,274.44,229.78,260.90,259.65,241.67,304.18,409.81,240.44,258.26,242.62,164.98,255.33,615.81,287.04,243.75,229.43,262.18,296.31,309.85,409.81,200.38,168.55,161.67,245.23,166.42,260.56,233.14,208.71,287.89,172.47,239.43,234.12,274.55,176.69,268.52,174.97,313.15,544.16,247.77,252.14,190.76,256.28,165.23,233.09,306.35,234.17,258.35,238.14,315.47,273.34,260.02,256.94,306.93,180.13,165.23,244.24,309.74,245.47,203.16,271.03,175.95,257.70,177.23,250.11,184.75,248.78,165.23,212.58,167.56,227.36,185.90,183.00,265.97,211.50,261.96,230.51,287.83,261.97,337.03,250.70,298.54,238.34,207.75,285.08,273.04,334.05,216.92,235.23,164.89,232.82,240.35,247.69,172.59,177.00,178.53,249.03,234.12,190.76,349.75,214.03,256.94,260.95,247.77,230.53,263.46,330.22,232.99,256.94,264.17,293.63,224.11,250.55,239.44,260.68,235.87,224.69,243.72,218.95,320.65,258.85,427.77,264.11,265.98,197.06,181.03,214.20,328.26,364.25,364.25,207.66,240.98,275.23,314.73,362.68,221.34,214.51,170.28,279.91,481.14,185.90,174.85,247.77,312.21,193.76,278.47,166.39,217.11,218.55,222.70,213.12,484.49,223.61,163.42,225.23,239.58,202.22,181.03,185.43,250.29,183.00,226.08,253.44,317.41,266.37,240.10,380.34,252.81,190.76,236.08,230.02,322.51,232.42,283.68,233.46,562.76,193.48,246.06,566.38,246.22,231.65,176.27,228.14,303.26,313.84,211.26,301.13,246.08,370.96,249.29,493.04,332.37,582.81,243.42,194.58,244.55,237.22,271.65
48.00,768,273.43,195.57,209.90,340.40,379.21,305.05,231.64,297.26,266.15,235.20,298.51,167.61,417.82,245.93,255.74,216.01,230.81,237.28,295.01,294.30,188.54,211.91,284.39,244.85,261.58,267.59,227.36,383.93,279.56,233.96,265.73,264.39,246.14,309.92,417.82,244.84,263.03,247.15,167.83,260.10,628.09,292.41,248.27,233.68,267.04,301.82,315.74,417.82,203.97,171.63,164.43,249.80,169.37,265.47,237.49,212.46,293.24,175.60,243.81,238.43,279.59,179.85,273.63,178.10,319.13,555.03,251.98,256.33,193.67,261.07,168.16,237.42,312.08,238.32,263.09,242.64,320.99,278.41,264.89,261.58,312.83,183.31,168.16,248.83,315.52,249.99,206.60,276.16,179.16,262.56,180.20,254.72,188.00,253.32,168.16,216.29,170.49,231.58,189.13,186.13,270.94,215.34,266.79,234.70,293.35,266.90,343.55,255.43,304.03,242.63,211.50,290.44,278.21,340.47,220.84,239.58,167.75,237.14,244.85,252.24,175.72,179.91,181.66,253.61,238.43,193.67,356.42,217.88,261.58,265.76,251.98,234.78,268.37,336.46,237.20,261.58,269.07,299.05,228.25,255.22,243.86,265.53,239.30,228.79,248.13,222.93,326.61,263.73,436.16,268.90,271.01,200.51,184.23,218.15,334.64,371.21,371.21,211.40,245.51,280.42,320.63,369.62,225.43,218.40,173.23,285.02,490.54,189.13,177.96,251.98,318.21,197.27,283.56,169.36,220.96,222.32,226.74,217.01,494.13,227.74,166.30,229.32,244.01,205.84,184.23,188.79,254.95,186.13,230.21,258.22,323.49,271.40,244.57,387.81,257.52,193.67,240.39,234.23,328.77,236.73,289.11,237.80,574.07,196.94,250.66,577.81,250.63,235.90,179.42,232.32,308.91,319.71,215.09,306.66,250.64,378.23,253.95,502.88,338.69,594.54,247.94,197.89,248.97,241.60,276.67
49.00,784,278.38,198.89,213.69,346.66,386.50,310.58,235.79,302.54,271.03,239.41,303.95,170.56,425.83,250.40,260.40,219.86,235.00,241.59,299.68,299.74,191.92,215.68,289.59,249.34,266.22,272.46,231.50,391.17,284.68,238.15,270.57,269.13,250.61,315.66,425.83,249.24,267.80,251.68,170.69,264.86,640.38,297.79,252.79,237.93,271.90,307.33,321.63,425.83,207.55,174.70,167.20,254.36,172.32,270.39,241.84,216.20,298.58,178.73,248.19,242.73,284.63,183.01,278.75,181.24,325.11,565.90,256.20,260.51,196.57,265.86,171.09,241.74,317.81,242.48,267.82,247.13,326.52,283.48,269.75,266.22,318.74,186.50,171.09,253.42,321.30,254.50,210.04,281.29,182.36,267.42,183.18,259.33,191.25,257.85,171.09,220.00,173.42,235.81,192.35,189.26,275.90,219.18,271.62,238.88,298.87,271.83,350.07,260.16,309.52,246.91,215.25,295.80,283.39,346.89,224.76,243.94,170.61,241.47,249.35,256.80,178.85,182.82,184.79,258.19,242.73,196.57,363.09,221.73,266.22,270.57,256.20,239.03,273.28,342.70,241.42,266.22,273.98,304.47,232.39,259.89,248.28,270.37,243.04,232.88,252.54,226.91,332.57,268.62,444.56,273.70,276.04,203.95,187.42,222.09,341.02,378.16,378.16,215.15,250.04,285.62,326.53,376.55,229.51,222.30,176.18,290.12,499.94,192.35,181.08,256.20,324.21,200.78,288.66,172.32,224.80,226.09,230.78,220.90,503.76,231.87,169.19,233.41,248.45,209.46,187.42,192.15,259.61,189.26,234.34,263.00,329.57,276.42,249.04,395.28,262.24,196.57,244.71,238.43,335.03,241.05,294.55,242.13,585.38,200.40,255.26,589.24,255.03,240.15,182.57,236.50,314.56,325.57,218.91,312.18,255.21,385.50,258.60,512.71,345.01,606.28,252.46,201.21,253.40,245.98,281.70
50.00,800,283.33,202.20,217.47,352.93,393.79,316.11,239.95,307.82,275.91,243.62,309.39,173.51,433.84,254.88,265.06,223.72,239.19,245.91,304.03,305.17,195.31,219.45,294.80,253.83,270.86,277.33,235.63,398.41,289.81,242.33,275.41,273.88,255.08,321.40,433.84,253.63,272.56,256.21,173.55,269.62,652.67,303.16,257.30,242.18,276.76,312.83,327.52,433.84,211.14,177.78,169.96,258.93,175.27,275.31,246.19,219.95,303.93,181.86,252.57,247.04,289.66,186.17,283.87,184.37,331.10,576.77,260.41,264.69,199.47,270.65,174.03,246.06,323.54,246.63,272.55,251.63,332.05,288.55,274.61,270.86,324.65,189.68,174.03,258.01,327.08,259.02,213.49,286.42,185.57,272.28,186.16,263.94,194.50,262.38,174.03,223.71,176.35,240.03,195.58,192.39,280.87,223.01,276.45,243.07,304.39,276.76,356.59,264.88,315.00,251.20,219.00,301.17,288.56,353.31,228.68,248.29,173.47,245.79,253.85,261.36,181.98,185.73,187.92,262.78,247.04,199.47,369.76,225.58,270.86,275.39,260.41,243.28,278.20,348.95,245.63,270.86,278.88,309.90,236.53,264.56,252.70,275.21,246.24,236.98,256.94,230.89,338.53,273.50,452.95,278.50,281.07,207.39,190.62,226.04,347.41,385.12,385.12,218.89,254.56,290.81,332.43,383.48,233.60,226.19,179.13,295.23,509.34,195.58,184.19,260.41,330.21,204.30,293.76,175.29,228.65,229.87,234.83,224.80,513.40,236.00,172.07,237.50,252.89,213.08,190.62,195.51,264.27,192.39,238.48,267.78,335.66,281.45,253.51,402.75,266.95,199.47,249.03,242.63,341.30,245.36,299.99,246.46,596.68,203.87,259.86,600.66,259.44,244.39,185.72,240.68,320.22,331.44,222.74,317.71,259.77,392.76,263.26,522.55,351.33,618.01,256.98,204.52,257.83,250.37,286.72
51.00,816,288.28,205.51,221.25,359.20,401.08,321.64,244.10,313.10,280.79,247.83,314.83,176.46,441.85,259.35,269.72,227.57,243.37,250.22,313.50,310.60,198.70,223.22,300.00,258.31,275.50,282.20,239.77,405.65,294.93,246.52,280.25,278.62,259.55,327.14,441.85,258.03,277.33,260.74,176.40,274.39,664.95,308.54,261.82,246.43,281.61,318.34,333.41,441.85,214.73,180.86,172.73,263.49,178.22,280.23,250.55,223.70,309.28,184.99,256.95,251.35,294.70,189.33,288.98,187.50,337.08,587.64,264.62,268.87,202.38,275.43,176.96,250.39,329.26,250.79,277.28,256.13,337.58,293.62,279.48,275.50,330.56,192.87,176.96,262.60,332.86,263.54,216.93,291.55,188.77,277.13,189.13,268.56,197.75,266.92,176.96,227.42,179.28,244.26,198.81,195.52,285.83,226.85,281.28,247.26,309.91,281.69,363.11,269.61,320.49,255.48,222.75,306.53,293.74,359.73,232.60,252.65,176.32,250.11,258.35,265.92,185.11,188.65,191.06,267.36,251.35,202.38,376.43,229.43,275.50,280.20,264.62,247.53,283.11,355.19,249.84,275.50,283.78,315.32,240.67,269.24,257.12,280.05,249.21,241.08,261.35,234.86,344.49,278.38,461.34,283.29,286.10,210.84,193.81,229.99,353.79,392.08,392.08,222.63,259.09,296.01,338.32,390.42,237.68,230.08,182.08,300.34,518.74,198.81,187.30,264.62,336.21,207.81,298.86,178.26,232.50,233.64,238.87,228.69,523.03,240.13,174.96,241.58,257.32,216.69,193.81,198.87,268.93,195.52,242.61,272.55,341.74,286.48,257.97,410.22,271.67,202.38,253.34,246.84,347.56,249.68,305.42,250.79,607.99,207.33,264.46,612.09,263.85,248.64,188.87,244.86,325.87,337.30,226.57,323.24,264.34,400.03,267.92,532.38,357.65,629.74,261.50,207.83,262.26,254.75,291.75
